-1.000000000000000056e-01,-1.000000000000000056e-01,1.532314707712987001e+03
-1.000000000000000056e-01,-9.487179487179488169e-02,1.519234949068919377e+03
-1.000000000000000056e-01,-8.974358974358974395e-02,1.506805482716543338e+03
-1.000000000000000056e-01,-8.461538461538462008e-02,1.495032355826412640e+03
-1.000000000000000056e-01,-7.948717948717949622e-02,1.483921321386280397e+03
-1.000000000000000056e-01,-7.435897435897437235e-02,1.473477831230879019e+03
-1.000000000000000056e-01,-6.923076923076923461e-02,1.463707026680709532e+03
-1.000000000000000056e-01,-6.410256410256409687e-02,1.454613730546730039e+03
-1.000000000000000056e-01,-5.897435897435897995e-02,1.446202440766731343e+03
-1.000000000000000056e-01,-5.384615384615384914e-02,1.438477324907646107e+03
-1.000000000000000056e-01,-4.871794871794872528e-02,1.431442215507697256e+03
-1.000000000000000056e-01,-4.358974358974358754e-02,1.425100606362178951e+03
-1.000000000000000056e-01,-3.846153846153845673e-02,1.419455649309543332e+03
-1.000000000000000056e-01,-3.333333333333333981e-02,1.414510151386877624e+03
-1.000000000000000056e-01,-2.820512820512820207e-02,1.410266573208743466e+03
-1.000000000000000056e-01,-2.307692307692307820e-02,1.406727026164851850e+03
-1.000000000000000056e-01,-1.794871794871795434e-02,1.403893272004273967e+03
-1.000000000000000056e-01,-1.282051282051281660e-02,1.401766721220710679e+03
-1.000000000000000056e-01,-7.692307692307692735e-03,1.400348432331517870e+03
-1.000000000000000056e-01,-2.564102564102568871e-03,1.399639111324944679e+03
-1.000000000000000056e-01,2.564102564102554993e-03,1.399639111359231720e+03
-1.000000000000000056e-01,7.692307692307692735e-03,1.400348432301399953e+03
-1.000000000000000056e-01,1.282051282051283048e-02,1.401766721225252695e+03
-1.000000000000000056e-01,1.794871794871795434e-02,1.403893272016318406e+03
-1.000000000000000056e-01,2.307692307692309208e-02,1.406727026111456325e+03
-1.000000000000000056e-01,2.820512820512818819e-02,1.410266573170420088e+03
-1.000000000000000056e-01,3.333333333333332593e-02,1.414510151464095543e+03
