-1.000000014901161194e-01,-1.600000075995922089e-02,2.103787707975470767e+01
-1.000000014901161194e-01,-1.517948790047413295e-02,1.958328141918303800e+01
-1.000000014901161194e-01,-1.435897504098904501e-02,1.821708941254206593e+01
-1.000000014901161194e-01,-1.353846218150395533e-02,1.693823727013608504e+01
-1.000000014901161194e-01,-1.271794932201886739e-02,1.574543917822660433e+01
-1.000000014901161194e-01,-1.189743646253377946e-02,1.463698248185113471e+01
-1.000000014901161194e-01,-1.107692360304869152e-02,1.343881588890849343e+01
-1.000000014901161194e-01,-1.025641074356360358e-02,1.250198458415917457e+01
-1.000000014901161194e-01,-9.435897884078513903e-03,1.164707304867107496e+01
-1.000000014901161194e-01,-8.615385024593427699e-03,1.087265869738547508e+01
-1.000000014901161194e-01,-7.794872165108338025e-03,1.017717047748800496e+01
-1.000000014901161194e-01,-6.974359305623250085e-03,9.558901309569534988e+00
-1.000000014901161194e-01,-6.153846446138162146e-03,9.016032401168843080e+00
-1.000000014901161194e-01,-5.333333586653074207e-03,8.546671810754446597e+00
-1.000000014901161194e-01,-4.512820727167984533e-03,8.148908205358850410e+00
-1.000000014901161194e-01,-3.692307867682896594e-03,7.820878796136810251e+00
-1.000000014901161194e-01,-2.871795008197808655e-03,7.560848139787594846e+00
-1.000000014901161194e-01,-2.051282148712720715e-03,7.367292270477889815e+00
-1.000000014901161194e-01,-1.230769289227632776e-03,7.238980766080715057e+00
-1.000000014901161194e-01,-4.102564297425448370e-04,7.175048411558634598e+00
-1.000000014901161194e-01,4.102564297425448370e-04,7.175048410970418900e+00
-1.000000014901161194e-01,1.230769289227631041e-03,7.238980766824624880e+00
-1.000000014901161194e-01,2.051282148712720715e-03,7.367292269230404145e+00
-1.000000014901161194e-01,2.871795008197810389e-03,7.560848138922381168e+00
-1.000000014901161194e-01,3.692307867682896594e-03,7.820878794193561134e+00
-1.000000014901161194e-01,4.512820727167986268e-03,8.148908203820724339e+00
-1.000000014901161194e-01,5.333333586653072472e-03,8.546671808905387024e+00
-1.000000014901161194e-01,6.153846446138162146e-03,9.016032400581423190e+00
-1.000000014901161194e-01,6.974359305623251820e-03,9.558901309144232528e+00
-1.000000014901161194e-01,7.794872165108338025e-03,1.017717047627877491e+01
-1.000000014901161194e-01,8.615385024593427699e-03,1.087265869611644575e+01
-1.000000014901161194e-01,9.435897884078513903e-03,1.164707304745360261e+01
-1.000000014901161194e-01,1.025641074356360358e-02,1.250198458326912032e+01
-1.000000014901161194e-01,1.107692360304868978e-02,1.343881588856874032e+01
-1.000000014901161194e-01,1.189743646253377946e-02,1.445883723300681822e+01
-1.000000014901161194e-01,1.271794932201886913e-02,1.556316764896109817e+01
-1.000000014901161194e-01,1.353846218150395533e-02,1.675277727532056815e+01
-1.000000014901161194e-01,1.435897504098904501e-02,1.802848742752757971e+01
-1.000000014901161194e-01,1.517948790047413121e-02,1.939096480636015940e+01
-1.000000014901161194e-01,1.600000075995922089e-02,2.084070736306250637e+01
-9.487179628549477495e-02,-1.600000075995922089e-02,1.950492973406721831e+01
-9.487179628549477495e-02,-1.517948790047413295e-02,1.806969271925453313e+01
-9.487179628549477495e-02,-1.435897504098904501e-02,1.672212847238995437e+01
-9.487179628549477495e-02,-1.353846218150395533e-02,1.546167587102871721e+01
-9.487179628549477495e-02,-1.271794932201886739e-02,1.428760887712439853e+01
-9.487179628549477495e-02,-1.189743646253377946e-02,1.319904605020451527e+01
-9.487179628549477495e-02,-1.107692360304869152e-02,1.219495043200669215e+01
-9.487179628549477495e-02,-1.025641074356360358e-02,1.127412356758691203e+01
-9.487179628549477495e-02,-9.435897884078513903e-03,1.043519718555762665e+01
-9.487179628549477495e-02,-8.615385024593427699e-03,9.676626383581719892e+00
-9.487179628549477495e-02,-7.794872165108338025e-03,8.996688633005476277e+00
-9.487179628549477495e-02,-6.974359305623250085e-03,8.393493135294477270e+00
-9.487179628549477495e-02,-6.153846446138162146e-03,7.865004815856764253e+00
-9.487179628549477495e-02,-5.333333586653074207e-03,7.409086237080771298e+00
-9.487179628549477495e-02,-4.512820727167984533e-03,7.023558930104286446e+00
-9.487179628549477495e-02,-3.692307867682896594e-03,6.706283161214116717e+00
-9.487179628549477495e-02,-2.871795008197808655e-03,6.455252186874361087e+00
-9.487179628549477495e-02,-2.051282148712720715e-03,6.268694159013023182e+00
-9.487179628549477495e-02,-1.230769289227632776e-03,6.145172426105375507e+00
-9.487179628549477495e-02,-4.102564297425448370e-04,6.083673674630915684e+00
-9.487179628549477495e-02,4.102564297425448370e-04,6.083673674630915684e+00
-9.487179628549477495e-02,1.230769289227631041e-03,6.145172426938472654e+00
-9.487179628549477495e-02,2.051282148712720715e-03,6.268694158219034307e+00
-9.487179628549477495e-02,2.871795008197810389e-03,6.455252185077085869e+00
-9.487179628549477495e-02,3.692307867682896594e-03,6.706283159481301936e+00
-9.487179628549477495e-02,4.512820727167986268e-03,7.023558928318607286e+00
-9.487179628549477495e-02,5.333333586653072472e-03,7.409086234980691188e+00
-9.487179628549477495e-02,6.153846446138162146e-03,7.865004814818291834e+00
